	average
Emc8	0.9752309399777354
Fam104a	0.9752309399777354
Casc4	0.9752309399777354
Rbm10	0.9752309399777354
Ptpn12	0.9752309399777354
Per3	0.9752309399777354
Vapa	0.9752309399777354
Rps25	0.9752309399777354
Zfp326	0.9752309399777354
0610009B22Rik	0.9752309399777354
Camk1d	0.9752309399777354
Slc25a39	0.9752309399777354
Nup93	0.9752309399777354
Gins4	0.9752309399777354
Fau	0.9752309399777354
App	0.9752309399777354
Trove2	0.9752309399777354
Iglon5	0.9752309399777354
Txndc17	0.9752309399777354
Rgs10	0.9752309399777354
Ndufb6	0.9752309399777354
Mras	0.9752309399777354
Atp13a3	0.9752309399777354
Pgm2	0.9752309399777354
Tceal6	0.9752309399777354
Rpl37	0.9752309399777354
Apbb1	0.9752309399777354
Sin3a	0.9752309399777354
Mkrn1	0.9752309399777354
Il17ra	0.9752309399777354
Xrcc1	0.9752309399777354
Map3k4	0.9752309399777354
Slc38a2	0.9752309399777354
Dusp28	0.9752309399777354
9430016H08Rik	0.9752309399777354
Mapk6	0.9752309399777354
Metap2	0.9752309399777354
Pip4k2a	0.9752309399777354
Dennd6a	0.9752309399777354
Mtdh	0.9752309399777354
Psmd1	0.9752309399777354
Nipa1	0.9752309399777354
Yipf6	0.9752309399777354
Sv2a	0.9752309399777354
Mgme1	0.9752309399777354
Ncaph2	0.9752309399777354
Snx6	0.9752309399777354
Ank	0.9752309399777354
Sympk	0.9752309399777354
1700123O20Rik	0.9752309399777354
Zcchc12	0.9752309399777354
Pola1	0.9752309399777354
Ppp2r3c	0.9752309399777354
Clcn2	0.9752309399777354
Eif2s2	0.9752309399777354
Ttf1	0.9752309399777354
Hspa4l	0.9752309399777354
Kdm5a	0.9752309399777354
Ubqln1	0.9752309399777354
Myh10	0.9752309399777354
Dhrs1	0.9752309399777354
Avl9	0.9752309399777354
Cyp4f15	0.9752309399777354
Rtca	0.9752309399777354
Ccdc177	0.9752309399777354
Zdhhc20	0.9752309399777354
Vps51	0.9752309399777354
Stag1	0.9752309399777354
Xpo6	0.9752309399777354
Zfp148	0.9752309399777354
Rps10	0.9752309399777354
Rrp12	0.9752309399777354
Alyref	0.9752309399777354
Tvp23b	0.9752309399777354
Zfp629	0.9752309399777354
Zfp608	0.9752309399777354
Chst1	0.9752309399777354
Arfip2	0.9752309399777354
Bcat1	0.9752309399777354
Wdr26	0.9752309399777354
Fam69a	0.9752309399777354
Cldn10	0.9752309399777354
Ppp1r16a	0.9752309399777354
Cadps	0.9752309399777354
Eif2b1	0.9752309399777354
Galnt7	0.9752309399777354
Sp1	0.9752309399777354
Myo6	0.9752309399777354
Sgk1	0.9752309399777354
Rgs20	0.9752309399777354
Yaf2	0.9752309399777354
Mga	0.9752309399777354
Pop5	0.9752309399777354
2700060E02Rik	0.9752309399777354
Adam22	0.9752309399777354
Bag6	0.9752309399777354
Ptges3	0.9752309399777354
Tmem121	0.9752309399777354
Ss18	0.9752309399777354
Herc6	0.9752309399777354
Trappc8	0.9752309399777354
Cdh2	0.9752309399777354
Rnf152	0.9752309399777354
Ung	0.9752309399777354
Ppme1	0.9752309399777354
Dido1	0.9752309399777354
Tmem161a	0.9752309399777354
Gm6548	0.9752309399777354
Nipal3	0.9752309399777354
Chka	0.9752309399777354
Hist1h1c	0.9752309399777354
Atp5c1	0.9752309399777354
